Gerencia;Cliente;Sistema;Modulo;Classificacao;TipoFalha;Prioridade;Dificuldade;Colaborador
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;BASES;Sistema Financeiro;Financeiro - Banco Disponível;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Alta;Médio;Kênia Guimarães
Atendimento;FAPECE;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;FABASA;Sistema de Benefícios;Benefício - Integração Banco;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Baixa;Fácil;Kênia Guimarães
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - Arrecadação;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - Institutos;Suporte;Falha de Sistema;Média;Médio;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;SERGUS;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Integração com Contabilidade;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CERES;Sistema de Benefícios;Benefício - Integração com Contabilidade;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema Financeiro;Financeiro - Cadastro;Suporte;Falha de Operação;Alta;Fácil;Kênia Guimarães
Atendimento;FABASA;Sistema de Empréstimo;Serviços online;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Extrato do Participante;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;SERGUS;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CERES;Sistema de Benefícios;Beneficio - Contribuições;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CERES;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Beneficio - Contribuições;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Extrato do Participante;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;SERGUS;Sistema Financeiro;Financeiro - Banco Disponível;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;FUNCASAL;Sistema de Benefícios;Benefício - Adesão;Suporte;Falha de Sistema;Baixa;Fácil;Kênia Guimarães
Atendimento;FUNCASAL;Sistema de Empréstimo;Empréstimo - Cadastro;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CERES;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPOF;Sistema Financeiro;Investimentos - Relatórios Gerenciais;Suporte;Falha de Sistema;Baixa;Fácil;Kênia Guimarães
Atendimento;CERES;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Institutos Resgate;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPOF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;BASES;Sistema de Empréstimo;Empréstimo - Movimentação;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Fechamento da Reserva;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Beneficio - Contribuições;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Integração com Terceiros;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CERES;Sistema de Benefícios;Benefício - Fechamento Contábil;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPOF;Sistema Financeiro;Financeiro - Valores a Pagar;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;BASES;Sistema de Imóveis;Imóveis - Processamento;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;BASES;Sistema de Empréstimo;Empréstimo - Integração Contábil;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Integração com Site;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;BASES;Sistema de Empréstimo;Empréstimo - Movimentação;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Institutos Resgate;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;BASES;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Baixa;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema Financeiro;Financeiro - Retenções;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;BASES;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;SERGUS;Sistema Financeiro;Financeiro - Banco Disponível;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Crítica;Difícil 1;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CERES;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Institutos;Suporte;Falha de Sistema;Média;Médio;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Institutos;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;FABASA;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;GEIPREV;Sistema de Investimento;Investimentos - Relatório de Renda Fixa;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;BASES;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Baixa;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Institutos Portabilidade;Suporte;Falha de Sistema;Média;Médio;Kênia Guimarães
Atendimento;CERES;Sistema de Benefícios;Benefício - Institutos;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Difícil 3;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Institutos Resgate;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Média;Médio;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Extrato do Participante;Suporte;Falha de Sistema;Média;Difícil 1;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Difícil 1;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Extrato do Participante;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Operação;Baixa;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CERES;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;FUNCASAL;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Médio;Kênia Guimarães
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Média;Médio;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Operação;Alta;Fácil;Kênia Guimarães
Atendimento;ECOS;Sistema Cálculo de Cotas;Contábil - Cálculo de Cotas;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPOF;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Arrecadação;Suporte;Falha de Sistema;Média;Médio;Kênia Guimarães
Atendimento;CABEC;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Alta;Médio;Kênia Guimarães
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Beneficio - Contribuições;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Médio;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Extrato do Participante;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAGEPREV;Sistema de Empréstimo;Empréstimo - Integração Contábil;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;SERGUS;Sistema Ativo Fixo;Ativo Fixo - Fechamento;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;FUNCASAL;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Crítica;Difícil 2;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Baixa;Médio;Kênia Guimarães
Atendimento;CAFBEP;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Operação;Média;Fácil;Kênia Guimarães
Atendimento;FUNCASAL;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Alta;Médio;Kênia Guimarães
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Acesso;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema Financeiro;Financeiro - Exportação;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Institutos;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAFBEP;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;PORTUS;Atenaprev.Net - Portal – Área Restrita;Portal - Acesso;Suporte;Falha de Sistema;Alta;Difícil 2;Kênia Guimarães
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPOF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Alta;Médio;Kênia Guimarães
Atendimento;CAPAF;Sistema Financeiro;Financeiro - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;GEIPREV;Sistema Financeiro;Financeiro - Cadastro;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;GEIPREV;Sistema de Empréstimo;Empréstimo - Acesso;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Arrecadação;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Sistema;Alta;Médio;Kênia Guimarães
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema Financeiro;Benefício - Integração com Financeiro;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;FUNCASAL;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;GEIPREV;Sistema de Empréstimo;Empréstimo - Amortização Individual;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;BANESES;Atenaprev.Net - Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAFBEP;Sistema de Empréstimo;Empréstimo - Acesso;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Médio;Kênia Guimarães
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;FABASA;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;SERGUS;Sistema Financeiro;Financeiro - Integração;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;BASES;Sistema Contábil;Contábil - Cadastro;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - DIRF;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Integração com Site;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Beneficio - Contribuições;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Institutos Resgate;Suporte;Falha de Sistema;Crítica;Difícil 1;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Baixa;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Operação;Alta;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Operação;Baixa;Fácil;Kênia Guimarães
Atendimento;CAPOF;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;SERGUS;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema Financeiro;Financeiro - DIRF;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CARFEPE;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;FABASA;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Arrecadação;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Baixa;Fácil;Kênia Guimarães
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CIBRIUS;Sistema de Imóveis;Imóveis - Acesso;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Adesão;Suporte;Falha de Sistema;Média;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Integração com Terceiros;Suporte;Falha de Sistema;Média;Médio;Kênia Guimarães
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAFBEP;Sistema de Benefícios;Beneficio - Contribuições;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAFBEP;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;ECOS;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;ECOS;Sistema Internet;Portal - Benefício;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;CAFBEP;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;ALEPEPREV;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;CAFBEP;Sistema de Benefícios;Beneficio - Contribuições;Suporte;Falha de Sistema;Alta;Fácil;Kênia Guimarães
Atendimento;FABASA;Sistema de Benefícios;Benefício - e-Financeira;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;FABASA;Sistema de Benefícios;Benefício - e-Financeira;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;SERGUS;Sistema de Benefícios;Benefício - e-Financeira;Suporte;Falha de Sistema;Crítica;Fácil;Kênia Guimarães
Atendimento;FACEAL;Atenaprev.Net - Financeiro;Financeiro - Integração;Suporte;Falha de Sistema;Média;Fácil;Rafael Miranda
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Integração Cobrança Banco;Suporte;Falha de Sistema;Alta;Fácil;Rafael Miranda
Atendimento;CAPOF;Sistema de Empréstimo;Empréstimo - Integração Contábil;Suporte;Falha de Sistema;Alta;Fácil;Rafael Miranda
Atendimento;FUNCASAL;Sistema de Empréstimo;Empréstimo - Integração Cobrança Banco;Suporte;Falha de Sistema;Crítica;Fácil;Rafael Miranda
Atendimento;CELPOS;Atenaprev.Net - Financeiro;Financeiro - Fechamento;Suporte;Falha de Sistema;Crítica;Fácil;Rafael Miranda
Atendimento;GEIPREV;Sistema Contábil;Contábil - Movimentação;Suporte;Falha de Sistema;Alta;Fácil;Rafael Miranda
Atendimento;GEIPREV;Sistema Contábil;Contábil - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Rafael Miranda
Atendimento;FABASA;Sistema Financeiro;Financeiro - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Rafael Miranda
Atendimento;PORTUS;Atenaprev.Net - Benefício;Benefício - Acesso;Suporte;Falha de Sistema;Crítica;Fácil;Rafael Miranda
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Crítica;Fácil;Rafael Miranda
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Alta;Difícil 1;Rafael Miranda
Atendimento;CAFBEP;Sistema de Investimento;Investimentos - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Rafael Miranda
Atendimento;SERGUS;Sistema Financeiro;Financeiro - Fluxo de Caixa;Suporte;Falha de Sistema;Alta;Médio;Rafael Miranda
Atendimento;SERGUS;Sistema Financeiro;Financeiro - Banco Disponível;Suporte;Falha de Sistema;Alta;Fácil;Rafael Miranda
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Movimentação;Suporte;Falha de Sistema;Alta;Fácil;Rafael Miranda
Atendimento;CAFBEP;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Rafael Miranda
Atendimento;FUNCASAL;Sistema de Empréstimo;Empréstimo - Integração Patrocinadora;Suporte;Falha de Sistema;Crítica;Fácil;Rafael Miranda
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Alta;Fácil;Rafael Miranda
